,城市,链接,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,供暖方式,配备电梯,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件,别墅类型
2946,沈阳,https://sy.lianjia.com/ershoufang/102106164866.html,2室1厅1厨1卫,中楼层 (共23层),78㎡,平层,暂无数据,板楼,南 北 东,钢混结构,其他,一梯两户,集中供暖,有,2022-11-01,商品房,2014-05-21,普通住宅,满五年,非共有,"
                                有抵押 公积金贷款八万 业主自还
                              ",已上传房本照片,
2947,沈阳,https://sy.lianjia.com/ershoufang/102105807286.html,2室1厅1厨1卫,中楼层 (共7层),61㎡,平层,暂无数据,暂无数据,南 北,未知结构,简装,一梯两户,暂无数据,暂无数据,2022-07-19,商品房,2000-10-11,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,
2948,沈阳,https://sy.lianjia.com/ershoufang/102105835258.html,1室1厅1厨1卫,低楼层 (共24层),47.75㎡,平层,暂无数据,板楼,南,钢混结构,其他,两梯七户,集中供暖,有,2022-07-26,商品房,2016-03-21,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,
2949,沈阳,https://sy.lianjia.com/ershoufang/102105583562.html,2室2厅1厨1卫,中楼层 (共33层),88.9㎡,平层,70.48㎡,板塔结合,南 北,钢混结构,精装,一梯两户,集中供暖,有,2022-05-22,商品房,2019-09-28,普通住宅,暂无数据,非共有,"
                                有抵押 77万元 光大银行
                              ",已上传房本照片,
2950,沈阳,https://sy.lianjia.com/ershoufang/102105593228.html,2室1厅1厨1卫,高楼层 (共7层),102.2㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,集中供暖,无,2022-05-25,商品房,2017-03-06,普通住宅,满五年,非共有,"
                                有抵押 30万元
                              ",已上传房本照片,
2951,沈阳,https://sy.lianjia.com/ershoufang/102105499357.html,2室1厅1厨1卫,中楼层 (共6层),107.96㎡,错层,暂无数据,板楼,南 北,砖混结构,精装,一梯两户,集中供暖,有,2022-04-28,商品房,2019-04-11,普通住宅,暂无数据,共有,"
                                无抵押
                              ",已上传房本照片,
2952,沈阳,https://sy.lianjia.com/ershoufang/102106125294.html,2室1厅1厨1卫,高楼层 (共33层),84.54㎡,平层,暂无数据,塔楼,南 北,钢混结构,精装,一梯三户,集中供暖,有,2022-10-19,商品房,2020-09-29,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",已上传房本照片,
2953,沈阳,https://sy.lianjia.com/ershoufang/102106079962.html,2室1厅1厨1卫,高楼层 (共7层),55.8㎡,平层,暂无数据,板塔结合,南 北,钢混结构,简装,一梯三户,集中供暖,无,2022-10-06,商品房,2008-10-10,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,
2954,沈阳,https://sy.lianjia.com/ershoufang/102106014130.html,2室2厅1厨1卫,高楼层 (共19层),89.95㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯三户,集中供暖,有,2022-09-17,商品房,2019-07-15,普通住宅,暂无数据,非共有,"
                                有抵押 90万元 阜新银行 金融公司垫资
                              ",已上传房本照片,
2955,沈阳,https://sy.lianjia.com/ershoufang/102105417549.html,3室2厅1厨2卫,高楼层 (共18层),127.89㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯两户,集中供暖,有,2022-03-14,商品房,2019-03-01,普通住宅,暂无数据,共有,"
                                无抵押
                              ",已上传房本照片,
2956,沈阳,https://sy.lianjia.com/ershoufang/102106167105.html,2室1厅1厨1卫,高楼层 (共18层),60.52㎡,平层,暂无数据,板楼,南,砖混结构,精装,一梯四户,集中供暖,有,2022-11-02,商品房,2011-07-29,普通住宅,满五年,非共有,"
                                有抵押 10万元 业主自还
                              ",已上传房本照片,
2957,沈阳,https://sy.lianjia.com/ershoufang/102106045352.html,1室1厅1厨1卫,中楼层 (共7层),39.97㎡,平层,暂无数据,板楼,南 北,混合结构,简装,一梯两户,集中供暖,无,2022-09-25,商品房,2010-04-30,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,
2958,沈阳,https://sy.lianjia.com/ershoufang/102105061579.html,2室1厅1厨1卫,中楼层 (共8层),54.47㎡,平层,暂无数据,板楼,东 西,钢混结构,简装,一梯两户,集中供暖,暂无数据,2021-11-02,商品房,2020-04-21,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",已上传房本照片,
2959,沈阳,https://sy.lianjia.com/ershoufang/102106172992.html,2室2厅1厨1卫,高楼层 (共28层),80.78㎡,平层,暂无数据,板楼,南 西 北,钢混结构,其他,一梯三户,集中供暖,有,2022-11-04,商品房,2018-06-10,普通住宅,暂无数据,非共有,"
                                有抵押 52万元
                              ",已上传房本照片,
2960,沈阳,https://sy.lianjia.com/ershoufang/102105374695.html,2室1厅1厨1卫,高楼层 (共41层),64.39㎡,平层,暂无数据,板楼,西南,钢混结构,精装,两梯六户,集中供暖,有,2022-03-03,商品房,2018-08-28,普通住宅,暂无数据,非共有,"
                                有抵押 26万元 公积金
                              ",已上传房本照片,
2961,沈阳,https://sy.lianjia.com/ershoufang/102106249115.html,1室1厅1厨1卫,高楼层 (共31层),51.61㎡,平层,暂无数据,板楼,南,钢混结构,其他,两梯四户,集中供暖,有,2022-12-08,商品房,暂无数据,普通住宅,暂无数据,非共有,"
                                有抵押 34万元 客户偿还
                              ",未上传房本照片,
2962,沈阳,https://sy.lianjia.com/ershoufang/102106209789.html,2室1厅1厨1卫,低楼层 (共6层),99.19㎡,跃层,暂无数据,板楼,南 北,混合结构,精装,一梯两户,集中供暖,无,2022-11-17,商品房,2018-10-23,普通住宅,暂无数据,非共有,"
                                有抵押 52万元 建行 客户偿还
                              ",已上传房本照片,
2963,沈阳,https://sy.lianjia.com/ershoufang/102106050926.html,2室2厅1厨1卫,中楼层 (共33层),89㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯四户,集中供暖,有,2022-09-27,商品房,2017-10-06,普通住宅,满五年,共有,"
                                有抵押 19万元
                              ",已上传房本照片,
2964,沈阳,https://sy.lianjia.com/ershoufang/102105444491.html,2室1厅1厨1卫,中楼层 (共7层),71.55㎡,平层,暂无数据,板楼,南 北,框架结构,简装,一梯三户,集中供暖,无,2022-03-30,商品房,2018-02-14,普通住宅,暂无数据,非共有,"
                                有抵押 30万元 28万左右
                              ",已上传房本照片,
2965,沈阳,https://sy.lianjia.com/ershoufang/102106161949.html,2室1厅1厨1卫,低楼层 (共27层),82.35㎡,平层,暂无数据,板楼,东南,钢混结构,精装,一梯四户,集中供暖,有,2022-10-31,商品房,2020-06-24,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",已上传房本照片,
2966,沈阳,https://sy.lianjia.com/ershoufang/102105625837.html,2室2厅1厨1卫,中楼层 (共25层),113.37㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯三户,集中供暖,有,2022-06-03,商品房,2016-11-17,普通住宅,满五年,非共有,"
                                有抵押 105万元
                              ",已上传房本照片,
2967,沈阳,https://sy.lianjia.com/ershoufang/102106142866.html,2室1厅1厨1卫,中楼层 (共8层),75㎡,平层,暂无数据,板楼,南 北,钢混结构,其他,一梯三户,集中供暖,有,2022-10-25,商品房,2007-10-31,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,
2968,沈阳,https://sy.lianjia.com/ershoufang/102104732273.html,2室1厅1厨1卫,低楼层 (共22层),90.94㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,集中供暖,有,2021-08-13,商品房,2018-01-21,普通住宅,暂无数据,共有,"
                                无抵押
                              ",已上传房本照片,
2969,沈阳,https://sy.lianjia.com/ershoufang/102106117928.html,2室1厅1厨1卫,中楼层 (共6层),71.16㎡,平层,暂无数据,暂无数据,东 西,未知结构,简装,一梯两户,集中供暖,暂无数据,2022-10-17,商品房,2006-05-29,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,
2970,沈阳,https://sy.lianjia.com/ershoufang/102106016583.html,2室1厅1厨1卫,中楼层 (共24层),80.65㎡,平层,暂无数据,板楼,南 西 北,钢混结构,精装,两梯六户,集中供暖,有,2022-09-18,商品房,2017-10-31,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,
2971,沈阳,https://sy.lianjia.com/ershoufang/102106125294.html,2室1厅1厨1卫,高楼层 (共33层),84.54㎡,平层,暂无数据,塔楼,南 北,钢混结构,精装,一梯三户,集中供暖,有,2022-10-19,商品房,2020-09-29,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",已上传房本照片,
2972,沈阳,https://sy.lianjia.com/ershoufang/102105061579.html,2室1厅1厨1卫,中楼层 (共8层),54.47㎡,平层,暂无数据,板楼,东 西,钢混结构,简装,一梯两户,集中供暖,暂无数据,2021-11-02,商品房,2020-04-21,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",已上传房本照片,
2973,沈阳,https://sy.lianjia.com/ershoufang/102106050926.html,2室2厅1厨1卫,中楼层 (共33层),89㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯四户,集中供暖,有,2022-09-27,商品房,2017-10-06,普通住宅,满五年,共有,"
                                有抵押 19万元
                              ",已上传房本照片,
2974,沈阳,https://sy.lianjia.com/ershoufang/102106209789.html,2室1厅1厨1卫,低楼层 (共6层),99.19㎡,跃层,暂无数据,板楼,南 北,混合结构,精装,一梯两户,集中供暖,无,2022-11-17,商品房,2018-10-23,普通住宅,暂无数据,非共有,"
                                有抵押 52万元 建行 客户偿还
                              ",已上传房本照片,
2975,沈阳,https://sy.lianjia.com/ershoufang/102106249115.html,1室1厅1厨1卫,高楼层 (共31层),51.61㎡,平层,暂无数据,板楼,南,钢混结构,其他,两梯四户,集中供暖,有,2022-12-08,商品房,暂无数据,普通住宅,暂无数据,非共有,"
                                有抵押 34万元 客户偿还
                              ",未上传房本照片,
2976,沈阳,https://sy.lianjia.com/ershoufang/102105444491.html,2室1厅1厨1卫,中楼层 (共7层),71.55㎡,平层,暂无数据,板楼,南 北,框架结构,简装,一梯三户,集中供暖,无,2022-03-30,商品房,2018-02-14,普通住宅,暂无数据,非共有,"
                                有抵押 30万元 28万左右
                              ",已上传房本照片,
2977,沈阳,https://sy.lianjia.com/ershoufang/102106142866.html,2室1厅1厨1卫,中楼层 (共8层),75㎡,平层,暂无数据,板楼,南 北,钢混结构,其他,一梯三户,集中供暖,有,2022-10-25,商品房,2007-10-31,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,
2978,沈阳,https://sy.lianjia.com/ershoufang/102105345029.html,2室1厅1厨1卫,高楼层 (共18层),85.36㎡,平层,暂无数据,板楼,南 北,钢混结构,简装,两梯四户,集中供暖,有,2022-02-25,商品房,2014-03-14,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,
2979,沈阳,https://sy.lianjia.com/ershoufang/102106054782.html,1室1厅1厨1卫,中楼层 (共17层),53.3㎡,平层,暂无数据,板楼,南,钢混结构,其他,两梯四户,集中供暖,有,2022-09-28,商品房,2015-12-22,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,
2980,沈阳,https://sy.lianjia.com/ershoufang/102106144343.html,2室1厅1厨1卫,高楼层 (共10层),94.73㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯两户,集中供暖,有,2022-10-25,商品房,2012-09-11,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,
2981,沈阳,https://sy.lianjia.com/ershoufang/102105211832.html,2室1厅1厨1卫,中楼层 (共21层),90.63㎡,平层,暂无数据,板楼,南 北,混合结构,精装,一梯两户,集中供暖,有,2022-01-02,商品房,暂无数据,普通住宅,暂无数据,共有,"
                                有抵押 100万元 中国银行
                              ",未上传房本照片,
2982,沈阳,https://sy.lianjia.com/ershoufang/102105587946.html,2室1厅1厨1卫,中楼层 (共8层),53.49㎡,平层,暂无数据,塔楼,东 南 西,混合结构,简装,一梯三户,集中供暖,无,2022-05-24,商品房,2022-06-04,普通住宅,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片,
